"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","bias_up","bias_down","rel_mse","method"
"184",84,3e+05,0.3,0.01,-1,0.62004662004662,-6.43471015244558e-06,-0.000762343742378572,-0.000150558480648853,6.6988935627148e-05,-0.165672199671834,"EB"
"185",85,3e+05,0.3,0.01,-1,0.651753325272068,-5.63947803001215e-06,-0.000695109428080311,-2.07178002671786e-05,-8.44697328483953e-05,-0.157832543366889,"EB"
"186",86,3e+05,0.3,0.01,-1,0.652431791221827,-4.89201425062498e-06,-0.000581528411143726,8.82173611193957e-05,7.33208115226337e-05,-0.1293166490999,"EB"
"187",87,3e+05,0.3,0.01,-1,0.621428571428571,-6.82235781984842e-06,-0.000835511447104165,-5.63886187616285e-05,5.99446393876916e-05,-0.185648615859552,"EB"
"188",88,3e+05,0.3,0.01,-1,0.617149758454106,-6.88496088909106e-06,-0.000801536499101042,3.4650948579253e-05,0.000281821311432674,-0.170698756996214,"EB"
"189",89,3e+05,0.3,0.01,-1,0.627906976744186,-5.91821449889699e-06,-0.000775508008819585,-0.000147306465293244,1.7991618151124e-05,-0.184492964398837,"EB"
"190",90,3e+05,0.3,0.01,-1,0.608447488584475,-6.78157562199419e-06,-0.000776443667732911,-3.1098203605417e-05,-0.00024655952444842,-0.163279744226658,"EB"
"191",91,3e+05,0.3,0.01,-1,0.614074914869467,-6.87641343503091e-06,-0.000744082783942786,0.00065316219206329,0.000564802369373741,-0.149031972458124,"EB"
"192",92,3e+05,0.3,0.01,-1,0.606595995288575,-4.44031774210944e-06,-0.000549934422624254,-9.72518377749434e-05,-1.29213956162724e-05,-0.127532823378397,"EB"
"193",93,3e+05,0.3,0.01,-1,0.63785046728972,-6.97369331503391e-06,-0.000791105079434706,-0.000267877488658892,-0.000274410420746144,-0.164706600780084,"EB"
"194",94,3e+05,0.3,0.01,-1,0.645083932853717,-6.47321821684948e-06,-0.000751569484785832,0.000183199479255852,-5.94728853138481e-06,-0.160514543508056,"EB"
"195",95,3e+05,0.3,0.01,-1,0.656434474616293,-6.01039710083754e-06,-0.000747506937595007,0.000180990973901734,8.41762533720559e-06,-0.170118037956997,"EB"
"196",96,3e+05,0.3,0.01,-1,0.634174311926605,-5.35760999087553e-06,-0.000650737288088338,0.000161287532866144,0.000322798232800968,-0.146498516952656,"EB"
"197",97,3e+05,0.3,0.01,-1,0.652224824355972,-6.6487786159271e-06,-0.000770773607890246,-7.32626480717821e-05,-0.000123780294886211,-0.164048756313827,"EB"
